,001-L,001-R,002-L,002-R,003-L,003-R,004-L,004-R,005-L,005-R,006-L,006-R,007-L,007-R,008-L,008-R,009-L,009-R,010-L,010-R,011-L,011-R,012-L,012-R,013-L,013-R,014-L,014-R,015-L,015-R,016-L,016-R,017-L,017-R,018-L,018-R,019-L,019-R,020-L,020-R,021-L,021-R,022-L,022-R,023-L,023-R,024-L,024-R,025-L,025-R,026-L,026-R,027-L,027-R,028-L,028-R,029-L,029-R,030-L,030-R,031-L,031-R,032-L,032-R,033-L,033-R,034-L,034-R,035-L,035-R,036-L,036-R,037-L,037-R,038-L,038-R,039-L,039-R,040-L,040-R,041-L,041-R,042-L,042-R,043-L,043-R,044-L,044-R,045-L,045-R,046-L,046-R,047-L,047-R,048-L,048-R,049-L,049-R,050-L,050-R,051-L,051-R,052-L,052-R,053-L,053-R,054-L,054-R,055-L,055-R,056-L,056-R,057-L,057-R,058-L,058-R,059-L,059-R,060-L,060-R,061-L,061-R,062-L,062-R,063-L,063-R,064-L,064-R,065-L,065-R,066-L,066-R,067-L,067-R,068-L,068-R,069-L,069-R,070-L,070-R,071-L,071-R,072-L,072-R,073-L,073-R,074-L,074-R,075-L,075-R,,,,,
5700,74.7698,71.5671,72.7420,71.7744,71.5836,71.2449,68.6643,70.1417,71.1343,72.7546,69.4642,69.4001,71.6646,74.4345,70.6404,71.0776,72.7300,73.4488,67.2380,66.0344,71.2167,72.2486,71.8034,70.6130,71.1064,69.5265,72.2206,72.8769,68.5872,69.4284,71.9783,71.1072,73.4732,72.2102,70.9775,70.3910,69.8240,70.0218,72.0114,70.7804,71.4530,70.7804,70.3321,70.3965,72.6108,72.2103,69.9269,69.9803,72.1359,69.0830,73.9335,72.8720,73.3438,71.0223,68.6354,70.6579,72.3987,71.3519,71.9520,71.7282,70.8731,69.5308,71.4039,71.4897,67.7518,69.0445,68.6295,67.5623,74.1024,68.8764,73.0527,72.8487,68.5137,69.6056,71.6148,70.8072,69.6668,72.7644,70.6208,71.9823,69.8518,70.9016,73.8011,75.4759,69.8994,69.4331,72.9824,70.8096,73.7095,72.3541,72.0592,70.1931,70.5929,68.5862,71.8929,73.2694,71.8141,72.3748,71.3959,71.3035,73.1728,69.6642,70.3846,71.3178,69.2915,69.3076,68.8090,66.6276,70.6388,70.7965,70.4888,73.0139,69.6617,68.5274,68.5756,68.8890,69.5553,69.6440,71.0960,72.4876,67.3483,68.6026,72.3511,71.0401,70.7646,71.0231,69.9879,69.8319,71.1933,69.9865,70.0217,70.9669,68.2146,67.8719,72.2196,69.3032,66.0772,66.6522,71.0726,70.5247,71.6398,69.6301,71.7609,70.5080,73.9282,73.5620,68.6042,68.2992,71.6110,69.2648,,,,,
5800,74.7670,71.2115,72.5465,71.5803,71.3053,70.8843,68.6242,70.1705,70.9693,72.6952,69.3340,69.2804,71.5486,74.3255,70.5343,70.8970,72.5241,73.2295,67.0444,65.9059,71.1400,72.2371,71.5247,70.3742,70.9007,69.3408,71.9506,72.8145,68.2111,68.9605,71.7701,70.8296,73.4312,72.0712,70.8480,70.2080,69.6524,69.8023,71.8956,70.5213,71.1500,70.5213,70.1057,70.0919,72.3667,71.8965,69.5493,69.6105,71.9166,68.9497,73.6536,72.5301,73.3858,71.1173,68.1717,70.3032,72.1712,71.1633,71.8312,71.5940,70.6181,69.3915,71.1015,71.1152,67.3293,68.8184,68.3554,67.3088,73.9499,68.5586,72.8669,72.7687,68.2352,69.2308,71.4747,70.5858,69.5878,72.6832,70.4881,71.7746,69.7596,70.6814,73.4913,75.2379,69.6994,69.1311,72.5953,70.6669,73.5615,72.1892,71.9981,70.1259,70.2435,68.2522,71.6518,72.9689,71.7327,72.2304,71.2850,71.1583,73.1462,69.6417,70.2399,71.0593,69.0060,69.0863,68.4390,66.0933,70.5386,70.5526,70.2603,72.8622,69.3655,68.2962,68.4110,68.7602,69.3287,69.3601,71.0838,72.4285,67.0454,68.3851,72.2288,70.9687,70.5945,70.7765,69.7779,69.6240,71.0111,69.8368,69.7808,70.6863,68.0241,67.7383,72.0604,69.0093,66.0758,66.4034,70.9361,70.3558,71.4799,69.4729,71.6455,70.3142,73.6587,73.3699,68.2619,68.0272,71.4587,69.1782,,,,,
5900,74.7920,70.8883,72.3716,71.3962,71.0446,70.5408,68.6123,70.1999,70.8376,72.6555,69.2271,69.1749,71.4353,74.2099,70.4574,70.7498,72.3377,73.0230,66.8758,65.8043,71.0719,72.2547,71.2671,70.1661,70.7056,69.1693,71.7023,72.7765,67.8447,68.5434,71.5778,70.5777,73.4024,71.9510,70.7520,70.0766,69.4942,69.5885,71.7909,70.2784,70.8956,70.2784,69.8946,69.8071,72.1612,71.6166,69.2050,69.2844,71.7185,68.8678,73.3818,72.2159,73.4563,71.3136,67.7418,69.9752,71.9636,70.9934,71.7019,71.4684,70.3660,69.2572,70.8244,70.7675,66.9583,68.6392,68.0982,67.0703,73.8015,68.2552,72.6852,72.6780,67.9925,68.8861,71.3567,70.3826,69.5165,72.6116,70.3854,71.6002,69.7116,70.4993,73.2041,75.0095,69.5289,68.8494,72.2106,70.5775,73.4204,72.0267,71.9270,70.0401,69.9413,67.9847,71.4371,72.6880,71.6707,72.1240,71.1830,71.0191,73.1479,69.6921,70.1025,70.8049,68.7458,68.8822,68.1094,65.6183,70.4233,70.3245,70.0457,72.7180,69.0802,68.0803,68.2670,68.6499,69.1068,69.0859,71.1040,72.3795,66.9003,68.2160,72.1067,70.9041,70.4488,70.5527,69.5868,69.4350,70.8547,69.7319,69.5795,70.4450,67.8456,67.6238,71.9051,68.7354,66.2546,66.2777,70.8091,70.1951,71.3352,69.3674,71.5322,70.1245,73.4156,73.1916,67.9542,67.7896,71.3259,69.1341,,,,,
6000,74.8638,70.6182,72.2346,71.2384,70.8158,70.2267,68.6250,70.2268,70.7493,72.6408,69.1565,69.0977,71.3476,74.1177,70.4249,70.6483,72.1816,72.8440,66.7393,65.7398,71.0102,72.2928,71.0453,69.9993,70.5387,69.0292,71.4854,72.7692,67.4990,68.2039,71.4171,70.3620,73.3804,71.8461,70.6955,69.9932,69.3699,69.3988,71.7136,70.0661,70.6967,70.0661,69.7134,69.5586,72.0053,71.3807,68.9012,69.0080,71.5552,68.8353,73.1389,71.9461,73.5262,71.5553,67.3534,69.6871,71.7937,70.8580,71.5840,71.3696,70.1306,69.1422,70.5803,70.4512,66.6499,68.5140,67.8729,66.8584,73.6918,67.9883,72.5346,72.6092,67.7940,68.5810,71.2705,70.2100,69.4504,72.5724,70.3221,71.4700,69.7146,70.3611,72.9527,74.8112,69.3935,68.5985,71.8465,70.5485,73.3103,71.8961,71.8708,69.9604,69.7081,67.8032,71.2603,72.4435,71.6335,72.0539,71.1060,70.9082,73.1881,69.8167,69.9926,70.5751,68.5255,68.7133,67.8279,65.2213,70.3167,70.1302,69.8580,72.6014,68.8192,67.8933,68.1526,68.5647,68.9061,68.8389,71.1412,72.3326,66.9290,68.1029,72.0131,70.8652,70.3365,70.3600,69.4283,69.2781,70.7347,69.6818,69.4292,70.2515,67.6934,67.5414,71.7743,68.4981,66.5758,66.2771,70.7110,70.0615,71.2194,69.3211,71.4356,69.9548,73.2164,73.0443,67.6914,67.5978,71.2264,69.1384,,,,,
6100,74.9929,70.4060,72.1404,71.1128,70.6150,69.9340,68.6531,70.2494,70.7032,72.6499,69.1300,69.0583,71.2977,74.0655,70.4427,70.5945,72.0577,72.6963,66.6335,65.7159,70.9510,72.3376,70.8608,69.8745,70.4054,68.9262,71.2967,72.7905,67.1666,67.9423,71.2919,70.1789,73.3540,71.7426,70.6793,69.9417,69.2894,69.2368,71.6703,69.8873,70.5460,69.8873,69.5669,69.3495,71.9008,71.1850,68.6304,68.7721,71.4305,68.8437,72.9293,71.7184,73.5756,71.7992,66.9904,69.4325,71.6639,70.7592,71.4861,71.3070,69.9134,69.0521,70.3648,70.1560,66.3942,68.4360,67.6832,66.6748,73.6398,67.7606,72.4265,72.5821,67.6364,68.3107,71.2173,70.0662,69.3895,72.5797,70.2996,71.3838,69.7694,70.2645,72.7367,74.6478,69.2912,68.3781,71.5024,70.5746,73.2436,71.8105,71.8445,69.9036,69.5478,67.7136,71.1204,72.2357,71.6201,72.0084,71.0643,70.8363,73.2737,70.0130,69.9202,70.3760,68.3435,68.5821,67.5856,64.8959,70.2330,69.9733,69.7009,72.5225,68.5811,67.7375,68.0677,68.5014,68.7307,68.6192,71.1808,72.2764,67.1157,68.0406,71.9615,70.8638,70.2556,70.1931,69.3056,69.1561,70.6537,69.6906,69.3282,70.1005,67.5707,67.4928,71.6769,68.2994,66.9944,66.3861,70.6528,69.9618,71.1378,69.3333,71.3623,69.8075,73.0632,72.9315,67.4668,67.4491,71.1648,69.1947,,,,,
6200,75.1747,70.2458,72.0783,71.0084,70.4198,69.6361,68.6797,70.2579,70.6865,72.6696,69.1477,69.0551,71.2790,74.0454,70.5060,70.5788,71.9539,72.5679,66.5494,65.7283,70.8844,72.3690,70.7015,69.7839,70.2945,68.8519,71.1199,72.8250,66.8285,67.7465,71.1908,70.0107,73.3008,71.6154,70.6972,69.8975,69.2528,69.0884,71.6530,69.7325,70.4317,69.7325,69.4477,69.1687,71.8431,71.0167,68.3787,68.5641,71.3367,68.8764,72.7366,71.5107,73.5875,72.0195,66.6194,69.1847,71.5585,70.6829,71.3995,71.2756,69.7012,68.9822,70.1612,69.8583,66.1802,68.3893,67.5233,66.5122,73.6360,67.5520,72.3496,72.5922,67.5066,68.0588,71.1864,69.9352,69.3342,72.6301,70.3100,71.3287,69.8699,70.1988,72.5392,74.5014,69.2156,68.1843,71.1611,70.6409,73.2127,71.7595,71.8438,69.8680,69.4548,67.7173,71.0015,72.0435,71.6193,71.9659,71.0588,70.7955,73.4056,70.2807,69.8786,70.1970,68.1831,68.4739,67.3658,64.6277,70.1697,69.8406,69.5645,72.4758,68.3486,67.6012,68.0024,68.4470,68.5697,68.4098,71.2077,72.1947,67.4347,68.0134,71.9419,70.8977,70.1919,70.0340,69.2096,69.0596,70.6074,69.7589,69.2645,69.9782,67.4682,67.4723,71.6048,68.1242,67.4749,66.5862,70.6296,69.8855,71.0843,69.4001,71.3051,69.6686,72.9402,72.8400,67.2610,67.3293,71.1318,69.3057,,,,,
6300,75.3929,70.1337,72.0303,70.9055,70.2043,69.3055,68.6846,70.2387,70.6807,72.6794,69.2020,69.0790,71.2733,74.0341,70.6016,70.5875,71.8512,72.4397,66.4772,65.7716,70.7998,72.3617,70.5523,69.7193,70.1880,68.7924,70.9360,72.8512,66.4705,67.6061,71.0972,69.8357,73.1918,71.4352,70.7391,69.8353,69.2588,68.9327,71.6467,69.5895,70.3494,69.5895,69.3432,69.0020,71.8279,70.8664,68.1422,68.3865,71.2624,68.9137,72.5363,71.2968,73.5475,72.2006,66.2119,68.9150,71.4557,70.6090,71.3061,71.2616,69.4768,68.9264,69.9504,69.5321,66.0173,68.3586,67.3857,66.3629,73.6534,67.3333,72.2803,72.6189,67.3918,67.8104,71.1616,69.7979,69.2806,72.7074,70.3406,71.2884,70.0033,70.1508,72.3393,74.3435,69.1638,68.0223,70.8083,70.7287,73.1995,71.7215,71.8522,69.8400,69.4201,67.8130,70.8833,71.8374,71.6131,71.9019,71.0873,70.7672,73.5781,70.6198,69.8523,70.0223,68.0243,68.3677,67.1567,64.4167,70.1145,69.7133,69.4358,72.4463,68.0996,67.4687,67.9425,68.3850,68.4080,68.1905,71.2065,72.0714,67.8496,68.0030,71.9317,70.9567,70.1243,69.8634,69.1276,68.9747,70.5910,69.8871,69.2265,69.8739,67.3732,67.4703,71.5412,67.9519,67.9830,66.8561,70.6269,69.8129,71.0485,69.5195,71.2478,69.5172,72.8265,72.7500,67.0575,67.2251,71.1105,69.4738,,,,,
6400,75.6247,70.0695,71.9814,70.7869,69.9516,68.9251,68.6519,70.1810,70.6684,72.6612,69.2866,69.1194,71.2643,74.0085,70.7109,70.6058,71.7321,72.2970,66.4109,65.8394,70.6946,72.2977,70.4054,69.6788,70.0716,68.7386,70.7331,72.8495,66.0924,67.5131,70.9976,69.6391,73.0052,71.1793,70.7928,69.7352,69.3103,68.7542,71.6381,69.4520,70.3029,69.4520,69.2445,68.8413,71.8516,70.7332,67.9351,68.2632,71.1995,68.9355,72.3102,71.0580,73.4493,72.3365,65.7546,68.6027,71.3396,70.5214,71.1909,71.2521,69.2297,68.8864,69.7202,69.1583,65.9352,68.3319,67.2681,66.2249,73.6644,67.0814,72.1978,72.6415,67.2860,67.5605,71.1288,69.6419,69.2280,72.7944,70.3808,71.2511,70.1522,70.1074,72.1227,74.1518,69.1372,67.9102,70.4464,70.8218,73.1876,71.6785,71.8529,69.8071,69.4254,67.9856,70.7506,71.5941,71.5837,71.7969,71.1507,70.7347,73.7832,71.0258,69.8271,69.8421,67.8548,68.2475,66.9551,64.2716,70.0563,69.5778,69.3044,72.4206,67.8178,67.3286,67.8767,68.3006,68.2349,67.9484,71.1662,71.8973,68.3047,67.9925,71.9108,71.0311,70.0329,69.6679,69.0508,68.8911,70.6036,70.0736,69.2089,69.7857,67.2786,67.4784,71.4718,67.7681,68.4793,67.1629,70.6310,69.7268,71.0234,69.6902,71.1742,69.3376,72.7072,72.6462,66.8513,67.1317,71.0857,69.6988,,,,,
6500,75.8448,70.0443,71.9235,70.6433,69.6551,68.4885,68.5725,70.0805,70.6374,72.6056,69.3906,69.1674,71.2428,73.9531,70.8117,70.6193,71.5844,72.1327,66.3482,65.9281,70.5762,72.1706,70.2625,69.6652,69.9380,68.6876,70.5078,72.8078,65.7053,67.4568,70.8846,69.4122,72.7329,70.8388,70.8464,69.5860,69.4106,68.5463,71.6194,69.3211,70.2965,69.3211,69.1485,68.6851,71.9039,70.6193,67.7855,68.2330,71.1414,68.9256,72.0515,70.7853,73.2970,72.4301,65.2535,68.2357,71.2022,70.4113,71.0466,71.2395,68.9576,68.8694,69.4667,68.7265,65.9676,68.3004,67.1722,66.1014,73.6488,66.7837,72.0901,72.6463,67.1896,67.3155,71.0789,69.4631,69.1764,72.8765,70.4224,71.2106,70.2998,70.0562,71.8835,73.9157,69.1368,67.8669,70.0906,70.9080,73.1683,71.6218,71.8357,69.7640,69.4400,68.2017,70.5949,71.3002,71.5169,71.6393,71.2536,70.6871,74.0122,71.4838,69.7953,69.6560,67.6704,68.1053,66.7613,64.1946,69.9903,69.4280,69.1660,72.3908,67.4945,67.1765,67.7969,68.1820,68.0468,67.6789,71.0829,71.6727,68.7376,67.9683,71.8672,71.1165,69.9015,69.4406,68.9761,68.8050,70.6488,70.3092,69.2104,69.7177,67.1847,67.4912,71.3884,67.5663,68.9278,67.4656,70.6328,69.6172,71.0057,69.9060,71.0726,69.1226,72.5757,72.5205,66.6491,67.0520,71.0463,69.9765,,,,,
6600,76.0283,70.0361,71.8525,70.4727,69.3153,67.9957,68.4434,69.9370,70.5811,72.5105,69.5010,69.2147,71.2069,73.8594,70.8832,70.6136,71.4000,71.9450,66.2881,66.0363,70.4594,71.9844,70.1323,69.6797,69.7859,68.6409,70.2624,72.7219,65.3234,67.4261,70.7554,69.1518,72.3790,70.4204,70.8886,69.3863,69.5552,68.3116,71.5864,69.2008,70.3274,69.2008,69.0558,68.5357,71.9660,70.5226,67.7222,68.3333,71.0785,68.8712,71.7628,70.4746,73.1034,72.4905,64.7284,67.8069,71.0400,70.2737,70.8727,71.2201,68.6624,68.8772,69.1911,68.2366,66.1345,68.2565,67.0971,65.9970,73.5919,66.4365,71.9520,72.6257,67.1056,67.0892,71.0066,69.2616,69.1207,72.9408,70.4590,71.1640,70.4321,69.9853,71.6207,73.6333,69.1597,67.8970,69.7579,70.9795,73.1384,71.5490,71.7957,69.7143,69.4318,68.4182,70.4123,70.9506,71.4036,71.4252,71.3979,70.6193,74.2562,71.9687,69.7531,69.4700,67.4718,67.9376,66.5740,64.1745,69.9167,69.2623,69.0190,72.3531,67.1271,67.0120,67.6976,68.0209,67.8446,67.3828,70.9591,71.4064,69.0992,67.9175,71.7956,71.2123,69.7197,69.1780,68.9042,68.7174,70.7306,70.5741,69.2293,69.6740,67.0968,67.5081,71.2879,67.3451,69.3048,67.7292,70.6277,69.4803,70.9931,70.1529,70.9370,68.8712,72.4299,72.3697,66.4639,66.9928,70.9848,70.2963,,,,,
6700,76.1559,70.0147,71.7667,70.2780,68.9363,67.4502,68.2653,69.7532,70.4976,72.3790,69.6009,69.2527,71.1576,73.7235,70.9102,70.5770,71.1743,71.7343,66.2290,66.1601,70.3614,71.7507,70.0280,69.7169,69.6177,68.6020,70.0017,72.5938,64.9595,67.4129,70.6090,68.8557,71.9566,69.9442,70.9110,69.1426,69.7280,68.0614,71.5373,69.0928,70.3849,69.0928,68.9678,68.3940,72.0159,70.4337,67.7600,68.5803,70.9962,68.7638,71.4523,70.1229,72.8882,72.5292,64.2191,67.3109,70.8509,70.1060,70.6726,71.1928,68.3461,68.8952,68.8970,67.7052,66.4342,68.1952,67.0393,65.9145,73.4804,66.0440,71.7823,72.5752,67.0365,66.9001,70.9095,69.0380,69.0614,72.9745,70.4852,71.1094,70.5412,69.8845,71.3352,73.3072,69.1980,67.9854,69.4592,71.0322,73.0973,71.4600,71.7312,69.6680,69.3808,68.5975,70.2001,70.5446,71.2402,71.1558,71.5775,70.5280,74.5056,72.4486,69.6990,69.2918,67.2619,67.7429,66.3897,64.1860,69.8388,69.0807,68.8620,72.3059,66.7161,66.8366,67.5745,67.8140,67.6316,67.0638,70.8017,71.1151,69.3629,67.8299,71.6939,71.3192,69.4810,68.8773,68.8373,68.6320,70.8512,70.8416,69.2590,69.6530,67.0218,67.5261,71.1698,67.1055,69.6015,67.9353,70.6131,69.3164,70.9810,70.4091,70.7666,68.5860,72.2699,72.1931,66.3102,66.9610,70.8955,70.6421,,,,,
6800,76.2173,69.9540,71.6653,70.0652,68.5244,66.8602,68.0404,69.5328,70.3889,72.2168,69.6741,69.2726,71.0963,73.5440,70.8857,70.5027,70.9052,71.5010,66.1678,66.2944,70.2972,71.4864,69.9637,69.7639,69.4384,68.5738,69.7307,72.4306,64.6230,67.4152,70.4447,68.5207,71.4852,69.4418,70.9098,68.8681,69.9028,67.8174,71.4707,68.9940,70.4543,68.9940,68.8851,68.2580,72.0374,70.3392,67.8907,68.9554,70.8780,68.5981,71.1279,69.7267,72.6757,72.5573,63.7831,66.7443,70.6331,69.9062,70.4512,71.1579,68.0080,68.8967,68.5864,67.1745,66.8474,68.1142,66.9901,65.8533,73.3007,65.6187,71.5815,72.4910,66.9825,66.7675,70.7874,68.7919,68.9975,72.9648,70.4954,71.0445,70.6238,69.7474,71.0281,72.9408,69.2418,68.1062,69.1966,71.0649,73.0454,71.3549,71.6414,69.6368,69.2840,68.7184,69.9559,70.0838,71.0288,70.8356,71.7764,70.4112,74.7513,72.8919,69.6317,69.1261,67.0435,67.5202,66.2048,64.2013,69.7607,68.8830,68.6919,72.2477,66.2661,66.6541,67.4249,67.5644,67.4105,66.7272,70.6210,70.8221,69.5217,67.6991,71.5604,71.4364,69.1836,68.5366,68.7783,68.5543,71.0081,71.0874,69.2878,69.6450,66.9660,67.5436,71.0346,66.8490,69.8218,68.0834,70.5873,69.1284,70.9618,70.6509,70.5645,68.2718,72.0955,71.9911,66.2006,66.9620,70.7743,70.9971,,,,,
6900,76.2105,69.8374,71.5477,69.8403,68.0876,66.2397,67.7722,69.2810,70.2598,72.0308,69.7085,69.2662,71.0214,73.3211,70.8096,70.3897,70.5943,71.2435,66.1003,66.4336,70.2770,71.2126,69.9513,69.8034,69.2535,68.5580,69.4530,72.2436,64.3212,67.4367,70.2611,68.1420,70.9900,68.9524,70.8857,68.5810,70.0545,67.6085,71.3856,68.8962,70.5232,68.8962,68.8057,68.1223,72.0238,70.2259,68.0860,69.4076,70.7093,68.3728,70.7934,69.2817,72.4948,72.5856,63.4944,66.1083,70.3848,69.6739,70.2132,71.1165,67.6442,68.8576,68.2559,66.7155,67.3479,68.0147,66.9386,65.8091,73.0391,65.1797,71.3496,72.3695,66.9408,66.7058,70.6423,68.5215,68.9293,72.9011,70.4852,70.9668,70.6801,69.5717,70.7004,72.5368,69.2830,68.2346,68.9663,71.0785,72.9823,71.2333,71.5252,69.6276,69.1527,68.7781,69.6777,69.5684,70.7769,70.4728,71.9739,70.2683,74.9851,73.2741,69.5489,68.9716,66.8192,67.2690,66.0184,64.2012,69.6851,68.6689,68.5040,72.1767,65.7859,66.4686,67.2480,67.2805,67.1821,66.3803,70.4299,70.5583,69.5810,67.5237,71.3929,71.5598,68.8302,68.1550,68.7300,68.4899,71.1937,71.2963,69.3002,69.6331,66.9323,67.5578,70.8823,66.5770,69.9777,68.1870,70.5487,68.9203,70.9267,70.8577,70.3370,67.9348,71.9060,71.7646,66.1436,66.9982,70.6196,71.3446,,,,,
7000,76.1397,69.6589,71.4139,69.6076,67.6366,65.6123,67.4655,69.0039,70.1171,71.8285,69.6920,69.2274,70.9274,73.0556,70.6867,70.2417,70.2470,70.9594,66.0228,66.5689,70.3048,70.9524,69.9958,69.8192,69.0668,68.5542,69.1704,72.0473,64.0639,67.4861,70.0551,67.7131,70.5005,68.5194,70.8448,68.3031,70.1674,67.4583,71.2811,68.7892,70.5845,68.7892,68.7251,67.9786,71.9760,70.0850,68.3100,69.8733,70.4812,68.0914,70.4462,68.7831,72.3754,72.6249,63.4173,65.4164,70.1049,69.4104,69.9617,71.0706,67.2479,68.7671,67.8967,66.3999,67.9103,67.9016,66.8742,65.7742,72.6839,64.7479,71.0857,72.2066,66.9069,66.7193,70.4778,68.2247,68.8539,72.7782,70.4511,70.8727,70.7126,69.3596,70.3525,72.0971,69.3176,68.3549,68.7612,71.0760,72.9069,71.0938,71.3810,69.6360,69.0074,68.7876,69.3642,68.9957,70.4964,70.0787,72.1520,70.0983,75.2010,73.5830,69.4472,68.8201,66.5906,66.9888,65.8342,64.1741,69.6120,68.4379,68.2929,72.0904,65.2902,66.2870,67.0458,66.9760,66.9455,66.0304,70.2442,70.3596,69.5537,67.3073,71.1877,71.6802,68.4278,67.7343,68.6950,68.4442,71.3966,71.4638,69.2799,69.5977,66.9196,67.5639,70.7121,66.2902,70.0860,68.2675,70.4955,68.6974,70.8682,71.0163,70.0923,67.5825,71.7000,71.5150,66.1427,67.0699,70.4326,71.6714,,,,,
7100,76.0113,69.4200,71.2644,69.3677,67.1844,65.0131,67.1268,68.7094,69.9697,71.6177,69.6231,69.1539,70.8060,72.7490,70.5242,70.0669,69.8720,70.6453,65.9359,66.6930,70.3792,70.7301,70.0920,69.7999,68.8784,68.5591,68.8838,71.8592,63.8665,67.5751,69.8223,67.2295,70.0493,68.1833,70.7968,68.0576,70.2371,67.3680,71.1567,68.6635,70.6381,68.6635,68.6365,67.8173,71.8993,69.9121,68.5314,70.2956,70.1903,67.7632,70.0797,68.2261,72.3469,72.6866,63.5721,64.7024,69.7939,69.1203,69.6982,71.0221,66.8110,68.6271,67.4986,66.2474,68.5151,67.7842,66.7891,65.7391,72.2296,64.3373,70.7871,71.9985,66.8753,66.7979,70.2992,67.9016,68.7726,72.5976,70.3913,70.7593,70.7241,69.1178,69.9853,71.6224,69.3468,68.4611,68.5742,71.0612,72.8172,70.9352,71.2063,69.6461,68.8731,68.7662,69.0140,68.3570,70.2031,69.6694,72.2990,69.9022,75.3952,73.8194,69.3220,68.6588,66.3586,66.6805,65.6609,64.1184,69.5382,68.1899,68.0531,71.9857,64.8019,66.1174,66.8239,66.6685,66.6974,65.6831,70.0810,70.2639,69.4588,67.0585,70.9400,71.7833,67.9883,67.2818,68.6751,68.4206,71.6027,71.5934,69.2135,69.5210,66.9227,67.5598,70.5214,65.9883,70.1653,68.3479,70.4253,68.4633,70.7823,71.1227,69.8406,67.2235,71.4752,71.2436,66.1969,67.1746,70.2176,71.9684,,,,,
7200,75.8325,69.1274,71.1002,69.1177,66.7473,64.4869,66.7649,68.4070,69.8275,71.4063,69.5045,69.0486,70.6484,72.4028,70.3308,69.8758,69.4804,70.2988,65.8483,66.7984,70.4959,70.5684,70.2245,69.7406,68.6845,68.5668,68.5954,71.6980,63.7518,67.7156,69.5584,66.6913,69.6674,67.9745,70.7541,67.8667,70.2673,67.3090,71.0112,68.5125,70.6892,68.5125,68.5314,67.6285,71.8007,69.7074,68.7306,70.6372,69.8376,67.4041,69.6862,67.6079,72.4324,72.7820,63.9202,64.0319,69.4556,68.8111,69.4216,70.9728,66.3265,68.4459,67.0563,66.2017,69.1488,67.6759,66.6789,65.6935,71.6802,63.9476,70.4500,71.7423,66.8410,66.9192,70.1124,67.5555,68.6859,72.3674,70.3059,70.6234,70.7186,68.8563,69.5995,71.1133,69.3761,68.5546,68.4008,71.0388,72.7105,70.7561,70.9987,69.6375,68.7764,68.7346,68.6271,67.6376,69.9159,69.2658,72.4098,69.6805,75.5661,73.9939,69.1673,68.4745,66.1232,66.3461,65.5108,64.0390,69.4578,67.9264,67.7797,71.8587,64.3513,65.9702,66.5911,66.3787,66.4350,65.3401,69.9589,70.3040,69.3218,66.7920,70.6441,71.8521,67.5287,66.8125,68.6710,68.4208,71.7985,71.6912,69.0925,69.3911,66.9327,67.5399,70.3064,65.6696,70.2345,68.4497,70.3349,68.2210,70.6702,71.1801,69.5931,66.8673,71.2293,70.9522,66.3028,67.3084,69.9816,72.2300,,,,,
7300,75.6104,68.7909,70.9235,68.8528,66.3442,64.0809,66.3911,68.1079,69.7010,71.2019,69.3450,68.9199,70.4487,72.0189,70.1158,69.6816,69.0838,69.9194,65.7796,66.8788,70.6494,70.4871,70.3708,69.6414,68.4791,68.5687,68.3099,71.5821,63.7464,67.9175,69.2604,66.1078,69.3782,67.9056,70.7303,67.7482,70.2651,67.2389,70.8437,68.3327,70.7481,68.3327,68.4014,67.4039,71.6879,69.4746,68.8986,70.8809,69.4272,67.0359,69.2594,66.9294,72.6450,72.9222,64.3797,63.5019,69.0971,68.4937,69.1289,70.9236,65.7914,68.2342,66.5729,66.1769,69.8008,67.5943,66.5426,65.6279,71.0515,63.5642,70.0704,71.4364,66.8014,67.0544,69.9232,67.1932,68.5958,72.0997,70.1969,70.4631,70.7008,68.5887,69.1961,70.5700,69.4140,68.6408,68.2405,71.0146,72.5829,70.5559,70.7557,69.5936,68.7437,68.7116,68.2050,66.8168,69.6554,68.8931,72.4842,69.4344,75.7144,74.1232,68.9779,68.2559,65.8843,65.9889,65.3974,63.9467,69.3638,67.6501,67.4680,71.7052,63.9744,65.8571,66.3592,66.1298,66.1570,64.9990,69.8951,70.4993,69.1753,66.5290,70.2951,71.8705,67.0717,66.3523,68.6819,68.4437,71.9718,71.7628,68.9143,69.2040,66.9392,67.5046,70.0623,65.3318,70.3112,68.5883,70.2207,67.9714,70.5372,71.1971,69.3614,66.5243,70.9601,70.6415,66.4562,67.4665,69.7336,72.4527,,,,,
